user_id,review_id,text,date,stars,useful,funny,target,sentiment_score,rule1_threshold,rule5_threshold,rule2_threshold,rule4_threshold,similarity_score,rule6_threshold,rule3_threshold
SZDeASXq7o05mMNLshsdIA,nCIgkXNs7JxJmSQAftGKyw,"We don't actually dress like this but if you live in New Orleans and are having a California-themed party -- go for it, just don't tell me about it and I won't tell you about what we wear when we have our New Orleans-themed parties. xo.",2009-04-07 01:56:32,3,0,2,fake,0.1022727272727272,0,0,0,1,1.0,1,1
SZDeASXq7o05mMNLshsdIA,NQsZNYr9IEL-5Kk5EOcuzA,"We went at the tail end of dinner on a weeknight and didn't have to wait at all for a table. Service wasn't slow at all considering that the restaurant was full, we had drinks right away and our food came out quickly enough that we weren't sitting there with our bellies rumbling.\n\nOur server was super chatty and we loved her. The other servers also chimed in on our conversation and that was also awesome. Anyone complaining about how the folks here spend too much time talking instead of serving is in the wrong town and has a stick up their butt and doesn't deserve to eat here.\n\n1. The fried pickles as recommended by Tim P. and my sister: the portions, as pretty much everywhere else we went, were ridiculous. We ordered the appetizer and received a giant bowl of these delicious bites. The couple at the table next to us had ordered the fried okra [also delicious], so we traded off and still had a full take-out container left over.\n\n2. Daughter got a side of red beans and rice [e.g. a giant flippin' platter] and a sausage. Delicious.\n\n3. Chad and I split the mixed plate. I can't even remember anymore what-all came with this -- jambalaya, gumbo, various fried seafood, beans & rice, corn bread, something else probably -- and of course it was a giant mountain of food that was far too much for us. All incredible. Oh! the mac and cheese! I'm not even a huge mac & cheese fan. and OMG BEST EVAR.\n\n4. I'd get just what we had again, except I would bring a couple more people and skip D's side of beans & rice because she could've had some of ours.\n\n5. I bought some pralines, haven't even tried them yet because honestly, New Orleans left me wanting to eat nothing but raw spinach for the next couple months. Hopefully they'll hold up in my fridge for a bit.\n\n6. Super bonus: high school kids' brass band playing in the vacant lot cater-corner.",2009-04-04 17:49:17,5,1,0,genuine,0.2224900562400562,1,0,1,1,1.0,1,1
hA5lMy-EnncsH4JoR-hFGQ,ux2ssSDD8i8mNeMJvGf1KQ,First time eating here.  Two of us had the burgers and they were amazing.  The French fries are home made and delicious.  One person in our group had the chicken and waffles but did not like at all.  They basically give you a dry waffle with two dry chicken stops on top.  My husband had the Cubano and liked it.  Could use a dill pickle in it.  Service was good.,2018-07-11 18:52:56,4,0,0,genuine,0.2106060606060605,1,0,0,1,1.0,1,1
q_QQ5kBBwlCcbL1s4NVK3g,u48QocFWDVdiL5FvI5qk6w,"I'm in Philly. I want cheesesteak. \n\nBut with a limited time schedule and a requirement for credit cards accepted we took a crapshoot and went with Top Tomato for our work lunch delivery needs via GrubHub. \n\nAnd it was good. Really, friggin' good. My cheesesteak hoagie came with all the fixin's and despite the lack of Paesano's oomph, I scarfed that sucker down more than happily. Delivery was 15 minutes earlier than quoted and lunch for five landed under $50. Ain't nothin' wrong with that, son.",2012-02-10 06:03:15,4,9,5,genuine,0.2157287157287157,1,1,0,1,1.0,1,1
q_QQ5kBBwlCcbL1s4NVK3g,iDJvRNskcL8LGCOJPBI09g,"Nestled into the end of a strip mall in Montecito, Sakana is a true hidden gem of the locals scene in Santa Barbara. Pulling up to this unassuming and intimate restaurant right next to a Vons, you'll find a dim-lit and charming interior boasting incredibly creative sushi with picture-perfect presentations. \n\nLike Nicolette Sheridan, this is what we call a sure thing.\n\nFirst, the menu is huge. If you're a strict traditionalist then you'll be disappointed since their spin on sushi is quite novel; combining fish, textures and flavors in ways I had never before seen. We ordered the Surfer's roll...twice...maybe three times because every time it hit the table everyone began using their chopsticks as weapons of war. We went on to devour the Red Dragon and Montecito rolls with impatient precision. The ahi tuna appetizer is also worth noting. The sushi is served in press box form so you won't find any seaweed holding things together or impacting the overall taste. Every dish is positioned like artwork with splashes of colorful sauces striped across and as you eat and dip the image on the plate transforms. \n\nIt's not cheap but it's also completely worth the price tag. Plus, they are cool with BYOB so our feast for four ended at under $40 each. For a bonus, see if you can convince your dining companion that the HD fish screen is actually a live feed of the tank in the back kitchen. The fish is fresh enough for it to be convincing...",2010-09-28 18:34:01,5,8,1,genuine,0.1654526632787502,1,1,1,1,1.0,1,1
q_QQ5kBBwlCcbL1s4NVK3g,Y5Qgbesj0pjYBTEpJlPK1A,"Is it sacreligious to say that the Philly cheesesteaks here were less than amazing? Perhaps I ordered wrong but then again, is that possible when you're ordering hunks of meat wedged between two oiled up halves of bread?\n\nFirst off, provolone was an extra dollar which made me forget to order mine with provolone - lame. Then they didn't whiz our stuff like we had asked and PD had to go back for heaping cups of whiz for us to smear ourselves (free of charge thank you) along with hot sauce which didn't appear readily available (thought there were pickle slices galore). I ordered the meat with spinach which actually tasted a lot like meat and garlic bread...weird. The cheese fries were ok but Shake Shack's waffle fries easily kill Jrs. \n\nSo needless to say I was underwhelmed. I love me a cheesesteak but I've had better from Jake's Steaks in San Francisco. Ok, now you 'delphians have at me!",2009-02-28 14:16:31,3,8,7,fake,0.1495098039215686,0,1,1,1,1.0,1,1
q_QQ5kBBwlCcbL1s4NVK3g,xvQ6FsR8fNe5DwyTStsRRQ,"Good place to catch a train if you're running late, great place to wait if you're running early.\n\nBeautiful high ceilings and plenty of food options make this train terminal both quite functional and gorgeous at the same time. Unlike Penn Station (where I wait all too often) there is plenty of seating at 30th. The traffic at the front can get bad if your trying to get in or out during a rush or snow storm but ultimately you'll get in.\n\nCoffee, tea, magazine or coffee. Despite the wait, the Philly folk at Amtrak will help you get where you need to go.",2011-01-30 02:12:37,4,8,3,genuine,0.1699999999999999,1,1,0,1,1.0,1,1
cxuxXkcihfCbqt5Byrup8Q,_yEpCFbGugZualQJKfGSPQ,"Very american taco joint.  If you like the tacos that mom used to make, then this might be your place.  If you want authentic, go elsewhere.  You get a lot for the money, but that is about it.",2009-03-31 02:35:16,2,1,0,genuine,0.25,1,0,0,1,1.0,1,1
cxuxXkcihfCbqt5Byrup8Q,cSrVK46GDWV2PxsljIwmdA,"Cool place for after work/lunch drink, but the hot wings needs some work.  Go to my blog to read the rest of the review.",2009-02-25 04:37:43,2,0,0,genuine,0.3,1,0,0,1,1.0,1,1
E9kcWJdJUHuTKfQurPljwA,WUFTnp3kvJx4tj0zYa5MMw,Out of town for the month and was craving a pizza. I was staying at the Hilton Garden Inn near the airport and called this Papa John's around 10pm. They couldn't deliver my pizza because of a high robbery alert in the area.. well... :(,2013-05-30 03:33:39,1,3,3,genuine,-0.1633333333333333,0,1,0,1,1.0,1,1
lO1iq-f75hnPNZkTy3Zerg,-jcp8f4OG4Z0r2luCZkz3Q,Great Tennessee wet ribs! I can't wait to go back. They also had live bands performing which made it fun.,2016-05-25 14:09:34,5,1,0,genuine,0.2222727272727272,1,0,0,1,1.0,1,1
AUi8MPWJ0mLkMfwbui27lg,r2yA4STo6_0l98S_YRSCEQ,This was a good clean property.   Awesome views of the mountains and dessert.  The room was totally up to date and even had a gas grill on the patio so I could grill some steaks.   I will be back to visit. \n\nOn a side note the only negative is that if you are going South of Tucson this may not be the best place as it is on the north side of the city.  This means you waste a little bit of time going through the city and if you hit the traffic wrong you could waste quite a bit of time in gridlock.,2010-10-09 15:56:51,4,2,0,genuine,0.1399305555555555,1,0,0,1,1.0,1,1
AUi8MPWJ0mLkMfwbui27lg,dKN40J_cgZE3UmZ-y4eY2w,"I think this place will be much better once they iron the kinks out and the newness wears off.  Right now the seating capacity is no where near the demand and they seem to rush everything to turn the tables over.  We ordered 2 pies and a salad.   They had everything come out at the same time so there was no flow to the meal. \n\nThe pizza where good the crust was good but the escarole salad was terrible.   The dressing was flavorless,  the anchovies were old and had been opened for a while but the worst part was the greens.  Escarole salads need to be the younger greens or the hearts.  They server the main leaves which are tough and almost inedible.",2013-11-23 14:29:54,3,2,0,fake,0.0136243386243386,0,0,0,1,1.0,1,1
AUi8MPWJ0mLkMfwbui27lg,bWvkkaY3xisrurrkuRQ0tQ,"Honestly was excited to find an iron chef place in Philly.  I knew I would have to wait to get in but that is something you are used to when it comes to ""hot spot"" eating.   There was over a 2 hour wait which is not great but still doable.  What was unacceptable was the hostess at the front.  She was flat out rude, could care less about the customer.   No I am sorry about the wait or have a drink at the bar or anything. She never even asked if we wanted to put our name in like most other places in the area.   Someone should coach her to tell her she works in the service industry.  \n\nShame just a pure shame this hostess is the experience she gives customers when they go there to have an Iron Chef experience.",2013-11-24 14:36:29,1,1,0,fake,0.0384199134199134,0,0,0,1,1.0,1,1
iYzhPPqnrjJkg1JHZyMhzA,g6zWImymQkyi1kUeNFGnYg,"Fun little downtown cafe for coffee, light lunch, or gelato. I enjoyed a house coffee (served in a ceramic cup, not paper) and Caprese sandwich. It was not small or giant, but was filling and fresh. The interior is fun with art hanging and an all important fire place. I'll add this spot to my 'when nearby next' list for sure.",2015-05-31 20:50:40,5,0,0,genuine,0.2397727272727272,1,0,0,1,1.0,1,1
xoZvMJPDW6Q9pDAXI0e_Ww,UL9V9d6bQE8d-hVEzHBlEg,"I love the Fireside.  This is a great bar/lounge.  Firepit with water feature, jungle atmosphere, video poker machines at the bar, flat screens with music videos playing, cool staff, stiff drinks, free appetizers (sometimes), and a setting to make memories.",2009-09-19 02:21:11,5,1,1,genuine,0.3017857142857143,1,0,0,1,1.0,1,1
xoZvMJPDW6Q9pDAXI0e_Ww,haeN53th7BKgUpkkpR9JtA,"If I want to escape from San Francisco and enter a time warp for a couple of days, I check in to the Peppermill Hotel in Reno, Nevada.  As far as Reno is concerned, this is as good as it gets, hence the 5-star rating.  However, if you are going to try to compare this experience to Las Vegas, it likely isn't going to measure up unless you restrict your comparison to being on-property at one place in Vegas.  I go to Vegas a dozen times a year, but I always take at least one trip to Reno to visit my beloved Peppermill.\n\nAll I can say is that the Peppermill in Reno provides me with something that even Las Vegas hotels do not, and that is a truly unique setting that enables me to feel completely isolated from the outside world...but in a good way.  It makes me feel like a kid again, playing in some big neon-clad fort that was created and added on to as needed over the years.  I love the casino, the diner, the little rooms with bars and video poker machines, the live music on the center stage, the pit bar, the sports book, the Fireside Lounge, and best of all, the newly built tower with fantastic updated rooms and suites.\n\nThe suite that I always stay in has a bar (complete with red velvet and undercounter red lighting) a living area with sofa, flat screen and a desk, and a powder bath.  The bedroom is large with cool lighting, a huge master bath, and televisions throughout.  The bathroom has a soaking jacuzzi tub, a glass enclosed shower, his and hers sinks, and a water closet.  For the price, this space provides a lot of bang for the buck, I guess.  You are in Reno, after all!  I usually wait for an offer in the mail to go so I am not paying full price.  I am never disappointed.\n\nThe property is not located downtown, so the only place you can really walk to is the Atlantis.  On the flip side, you don't have to deal with the crowds of downtown or the ""element"" that is more prevalent in that part of town.  I personally wouldn't stay downtown, but the Silver Legacy is nice to visit one day if you are looking for a change of scenery.\n\nI have not been to the pool, but it is heated and looks very nice.  I walk by everytime I go to the casino, so I can tell you that it is well-used.  The food (including room service) is good here.  They have plenty of options 24 hours a day, and the diner is a must at least once.  You can play Keno while you wait for your food if your palm is itching too much to take a break.\n\nThe Fireside Lounge is a really cool bar that I cannot leave out of this review.  It is unlike any other bar I have been to, with the exception of the one located in Vegas.  They have a firepit with a water feature and flat screen televisions blasting out music videos along with a number of other cool features.  They sometimes offer free appetizers, but I cannot tell you when because I am not sure.  I just happened across it a few times.\n\nI could go on and on about this place, but the bottom line is that it is fun.  It is my favorite place in Reno, as you may have guessed.  There is just something about this place.",2009-09-19 02:10:44,5,4,1,genuine,0.1984676736307171,1,1,1,1,1.0,1,1
vVukUtqoLF5BvH_VtQFNoA,hdMd4_o21sQSPGIHV5GYbw,"I have been going to brew brothers since I was 18 (I'm now 28), the food- while basically american classics, is outstanding. I travel for work and whenever I go to Reno I have dinner at least one night here. As far as food goes I highly recommend the ribs (smoked 14 hours!), They have large and flavorful salads, rich and creamy soups, and some great burgers/ sandwiches. Their Pizza is also really popular (i get the margehritta). You can order food to go which is great if you still have work to do in your room.\n\nFor drinks; its a brewery so of course they have wide selection of beer varietals. You can see some of the brew tanks inside the restaurant. They also house make their rootbeer, very tasty. They have a personal favorite on their wine list (ferari carano which you'll find throughout the El Dorado) and they have a full bar.\n\nI usually sit at the bar and most of the bar tenders are quick and friendly, Tim and Elijah have served me most of the times I've been and I feel completely comfortable sitting at the bar alone. There is plenty of seating there at the bar or at the tables. Sadly I often feel that the hostesses are less than happy to see you but once your seated the service is good. \n\nEntertainment- live everynight starting at 9pm, sometimes its live karoke but usually a cover band (all that I've seen there were good). Its a great place to get your dance on without the club athmosphere.\n\nSince the restaraunt is at a casino there isn't a restroom inside, you have to walk just a short distance through some slot machines to get to it, not too bad exept the smell of ciggarette smoke is hard to avoid (not Brew Brothers fault though).",2011-02-21 18:40:06,5,0,0,genuine,0.2194709702062643,1,0,1,1,1.0,1,1
_crIokUeTCHVK_JVOy-0qQ,KInobCY1G4IMOdHZYBv2JA,These good people at National provide top notch service every time I'm there.  If there is an issue they get on top of it immediately.  I'll use them any chance I get!,2016-06-27 12:24:09,5,0,0,genuine,0.6083333333333333,1,0,0,1,1.0,1,1
1McG5Rn_UDkmlkZOrsdptg,HmIcfWwoImNp2Bp3g3ondg,"the spruce st. tria is so much better than the 18th st. one.  it's a lot more spacious and feels more inviting.  fyi, the back room is a little isolating, so i wouldn't recommend that area (particularly seats near the bathroom which get a lot of traffic), but the bar area and outside seating are more open and interactive.  \n\ni recommend the almonds (fennel), almost any cheese, and the truffle egg toast (w/ fontina).  the wine is always reliable.  it really just depends on what you're in the mood for.  \n\ni knocked off one star b/c one of the bartenders was a little rude about giving a taste of wine before ordering b/c he was self-admittedly tired of drying glasses.  come on...if you're a wine bar you should be used to oenophiles wanting to taste the wine before ordering a glass...",2009-06-18 01:54:12,4,4,0,genuine,0.0994047619047619,1,1,1,1,1.0,1,1
