_id,user_id,review_count,review_id,text,date,stars,useful,funny
661a5d4bee4d349db0518cc2,eTvp_hYnsrI5-ow_sQ31_g,1028,WrImo0H5yPzo_Iz0N8POug,"I don't know why this is listed as a new business. \n\nI was here February 18, 2011; and March 17, 2011.\n\nMy reviews are not showing in this new listing (nor are the other 56 reviews from the first listing, http://www.yelp.com/biz/deweys-pizza-saint-louis-2#hrid:oe4bUneD6JQ7QiqyIh0MIA/src:self).\n\nSo here is the latest, as written on March 18, 2011 (My review from the first visit must be in Yelp Hell.):\n\nYesterday for an office birthday celebration. The celebrant gets to choose the restaurant, so we found ourselves again at Dewey's. I think the office is PIZZA CRAZY!\n\nThe expanded parking lot is a fabulous bonus for this location. We also make sure to arrive at 11:30 a.m., especially today, it being St. Patrick's Day.\n\nTwo of us wanted to get the seasonal Harvest salad. Our server suggested we get one big one to split, it being cheaper. When was the last time that happened to you . . . . server suggesting a less expensive way to go?? But he also explained that the large salad is exactly twice the size of the small salad. We didn't know that. (I overheard him telling another table the exact same thing.) So, that was the way we went, and it worked well.\n\nThat salad is just amazing. How people think up these flavor combinations is beyond me! The bite of the cheese with the sweet of the figs and the crunch of the toasted pepitos (pumpkin seeds). Other dining partners got the large House salad and the small Greek salad. Both enjoyed immensely.\n\nNow we had a pizza dilemma. Usually four of us split two large pies. Today one wanted to go rogue and get a calzone. So, our vegetarian dining partner got a small pizza with sundried tomatoes and mushrooms, which she loved.\n\nI split a large pie with the other non-calzone dining partner. It was a seasonal special (Tipitutu, that's not it, but something -- I couldn't even pronounce it when ordering -- just said the seasonal pizza). And it's not on the online menu.\n\nThis was knockdown ridiculous pizza with proscuitto, bacon and ham, lucious cheese, toasted sesame seeds, roasted red peppers and snappy banana peppers. Whoever dreamed up this pizza is a genius! I could not stop eating it . . . and the crust . . . well, it's Dewey's crust. Nuff said.\n\nThe saltiness of the meats combined beautifully with the cheese, smoothness of the roasted red peppers, the acidity of the banana peppers and the nuttiness of the sesame seeds. Killer, killer pie!\n\nNow to the calzone. She got meatballs, diced tomatoes and mushrooms. I guess cheese is already part of the mix. That dang thing could have served three people. The dough used looked like the pizza crust, which was confirmed upon departure, as we stopped by the pizza-making window and watched the tossing and assembly. She really enjoyed that calzone, eating probably 1/4 of it, so had wonderful, tasty leftovers.\n\nSo, as we're leaving, we stopped at the pizza-making window. Watching those talented people toss the pizza was mesmerizing. One tosser saw me watching intently, so he threw a little higher and twirled a little faster. Then looked at me smiling, and I gave him a big thumbs-up! What fun!!",2012-02-26 19:11:21,5,3,0
661a5d4bee4d349db0518cbd,eTvp_hYnsrI5-ow_sQ31_g,1028,oe4bUneD6JQ7QiqyIh0MIA,"Yesterday for an office birthday celebration. The celebrant gets to choose the restaurant, so we found ourselves again at Dewey's. I think the office is PIZZA CRAZY!\n\nThe expanded parking lot is a fabulous bonus for this location. We also make sure to arrive at 11:30 a.m., especially today, it being St. Patrick's Day.\n\nTwo of us wanted to get the seasonal Harvest salad. Our server suggested we get one big one to split, it being cheaper. When was the last time that happened to you . . . . server suggesting a less expensive way to go?? But he also explained that the large salad is exactly twice the size of the small salad. We didn't know that. (I overheard him telling another table the exact same thing.) So, that was the way we went, and it worked well.\n\nThat salad is just amazing. How people think up these flavor combinations is beyond me! The bite of the cheese with the sweet of the figs and the crunch of the toasted pepitos (pumpkin seeds). Other dining partners got the large House salad and the small Greek salad. Both enjoyed immensely.\n\nNow we had a pizza dilemma. Usually four of us split two large pies. Today one wanted to go rogue and get a calzone. So, our vegetarian dining partner got a small pizza with sundried tomatoes and mushrooms, which she loved.\n\nI split a large pie with the other non-calzone dining partner. It was a seasonal special (Tipitutu, that's not it, but something -- I couldn't even pronounce it when ordering -- just said the seasonal pizza). And it's not on the online menu.\n\nThis was knockdown ridiculous pizza with proscuitto, bacon and ham, lucious cheese, toasted sesame seeds, roasted red peppers and snappy banana peppers. Whoever dreamed up this pizza is a genius! I could not stop eating it . . . and the crust . . . well, it's Dewey's crust. Nuff said.\n\nThe saltiness of the meats combined beautifully with the cheese, smoothness of the roasted red peppers, the acidity of the banana peppers and the nuttiness of the sesame seeds. Killer, killer pie!\n\nNow to the calzone. She got meatballs, diced tomatoes and mushrooms. I guess cheese is already part of the mix. That dang thing could have served three people. The dough used looked like the pizza crust, which was confirmed upon departure, as we stopped by the pizza-making window and watched the tossing and assembly. She really enjoyed that calzone, eating probably 1/4 of it, so had wonderful, tasty leftovers.\n\nSo, as we're leaving, we stopped at the pizza-making window. Watching those talented people toss the pizza was mesmerizing. One tosser saw me watching intently, so he threw a little higher and twirled a little faster. Then looked at me smiling, and I gave him a big thumbs-up! What fun!!",2011-03-18 19:50:22,5,2,0
661a5d4bee4d349db051932d,u1cvQWB0lB4YsIbtSlUR7g,150,nyDd_0RyrZbqOuSeVfGrPA,"What can I say, back again and sat at the bar again and amazing!!! This is my place STL!! Wow! Great food paired with a great caring staff that always knows us and amazing food! They always know what is great as they eat the food! Ask... they are amazing!!! Thanks all for the usual amazing service at the bar... Carmen u are a star and an amazing sommelier with incredible taste! \nI could walk in and have u order the entire meal/drinks and your famous manhattan !! Wow! The best in STL!!! Thanks Farmhaus!",2017-05-31 06:41:24,5,1,0
661a5d4bee4d349db0519333,u1cvQWB0lB4YsIbtSlUR7g,150,_xZi1kXceXCIvZRP5-Ne5w,"What can I say, back again and sat at the bar again and amazing!!! This is my place STL!! Wow! Great food paired with a great caring staff that always knows us and amazing food! They always know what is great as they eat the food! Ask... they are amazing!!! Thanks all for the usual amazing service at the bar... Carmen u are a star and an amazing sommelier with incredible taste! \nI could walk in and have u order the entire meal/drinks and your famous manhattan !! Wow! The best in STL!!! Thanks Farmhaus!",2017-04-29 05:33:57,5,1,1
661a5d4bee4d349db051932e,u1cvQWB0lB4YsIbtSlUR7g,150,wgYsmcte3C4R9ZY3gp-WIg,Brand new space since the tornado hit the airport 2 years ago. Space is clean open and a great retreat from the airport chaos. Had a few free glasses of wine and just chilled. Snacks are free and they do have a food menu to order from if u are looking for a meal! Friendly staff and great service. U might miss it like other reviews but if u are taking off from c6 u have plenty of time : )!,2015-06-04 17:15:54,4,2,0
661a5d4bee4d349db0519334,u1cvQWB0lB4YsIbtSlUR7g,150,yA4bQsoWMNEW6neYEh4CBA,Brand new space since the tornado hit the airport 2 years ago. Space is clean open and a great retreat from the airport chaos. Had a few free glasses of wine and just chilled. Snacks are free and they do have a food menu to order from if u are looking for a meal! Friendly staff and great service. U might miss it like other reviews but if u are taking off from c6 u have plenty of time : )!,2015-04-25 20:48:00,4,0,0
661a5d4bee4d349db0519333,u1cvQWB0lB4YsIbtSlUR7g,150,_xZi1kXceXCIvZRP5-Ne5w,"What can I say, back again and sat at the bar again and amazing!!! This is my place STL!! Wow! Great food paired with a great caring staff that always knows us and amazing food! They always know what is great as they eat the food! Ask... they are amazing!!! Thanks all for the usual amazing service at the bar... Carmen u are a star and an amazing sommelier with incredible taste! \nI could walk in and have u order the entire meal/drinks and your famous manhattan !! Wow! The best in STL!!! Thanks Farmhaus!",2017-04-29 05:33:57,5,1,1
661a5d4bee4d349db051932d,u1cvQWB0lB4YsIbtSlUR7g,150,nyDd_0RyrZbqOuSeVfGrPA,"What can I say, back again and sat at the bar again and amazing!!! This is my place STL!! Wow! Great food paired with a great caring staff that always knows us and amazing food! They always know what is great as they eat the food! Ask... they are amazing!!! Thanks all for the usual amazing service at the bar... Carmen u are a star and an amazing sommelier with incredible taste! \nI could walk in and have u order the entire meal/drinks and your famous manhattan !! Wow! The best in STL!!! Thanks Farmhaus!",2017-05-31 06:41:24,5,1,0
661a5d4bee4d349db0519334,u1cvQWB0lB4YsIbtSlUR7g,150,yA4bQsoWMNEW6neYEh4CBA,Brand new space since the tornado hit the airport 2 years ago. Space is clean open and a great retreat from the airport chaos. Had a few free glasses of wine and just chilled. Snacks are free and they do have a food menu to order from if u are looking for a meal! Friendly staff and great service. U might miss it like other reviews but if u are taking off from c6 u have plenty of time : )!,2015-04-25 20:48:00,4,0,0
661a5d4bee4d349db051932e,u1cvQWB0lB4YsIbtSlUR7g,150,wgYsmcte3C4R9ZY3gp-WIg,Brand new space since the tornado hit the airport 2 years ago. Space is clean open and a great retreat from the airport chaos. Had a few free glasses of wine and just chilled. Snacks are free and they do have a food menu to order from if u are looking for a meal! Friendly staff and great service. U might miss it like other reviews but if u are taking off from c6 u have plenty of time : )!,2015-06-04 17:15:54,4,2,0
661a5d4bee4d349db05194f2,_BcWyKQL16ndpBdggh2kNA,4274,WUZa6GNZHHG_2fTE6zsssA,"OMG I echo Emily A.  I just discovered the Italian Market (I know, I know -what took me so long) and I went to Claudio's for home-made ricotta (so creamy, fresh and good - and CHEAP - $2.99 a lb.) and mozzarella.\n\nCan't weait to pre-order a Burrate for later this month.  Burrata is Mozzarella with a creamy-buttery cream in the middle - so decadent.\n\nI have FOUND my source for mozzarella.  Hooray!",2009-01-12 14:20:13,5,3,1
661a5d4bee4d349db0519526,_BcWyKQL16ndpBdggh2kNA,4274,cNi557dQUGot_qsm5DDDnw,"I recently discovered the Italian Market (I know, I know -what took me so long?) and I went to Claudio's for home-made ricotta (so creamy, fresh and good - and CHEAP - $2.99 a lb.) and mozzarella.\n\nCan't weait to pre-order a Burrata for later this month.  Burrata is Mozzarella with a creamy-buttery cream in the middle - so decadent.\n\nI have FOUND my source for mozzarella.  Hooray!",2010-12-27 16:48:57,5,2,0
661a5d4bee4d349db0519514,_BcWyKQL16ndpBdggh2kNA,4274,472DKLHv7UVLZFki9u5xYg,"I returned to Jay's tonight - and this time I put them to the test.  I ordered the sushi/sashimi ""pick 3"" - and had Salmon sashimi (very good), Yellowtail nigiri (Good - but not orgasmic) and Ikura.\n\nI am VERY picky about Ikura (- it has to be ""poppin' fresh) and this was very, very fresh and good. BUT - I get the feeling not too many people order it.\n\nI also reprised the fair Eggplant Lady (appetixer) and she deserves a starring role.  Jay accomodated me with very light on the sauce (both in the shrimp mixture and on top) and 2 lusciously crispy eggplant slices.\n\nIt was raining so the place was not crowded, but the delivery was HOPPIN'. (Yes, they deliver, thank goodness!)\n\nAlso Jay showed me several goreous salt-molds he makes to serve on the sushi platters.  (Kinda like ice sculpture - but made with molded salt.)\n\nMartin was there, too.\n\nNice guys at the bar.\n\nI can't wait to take my 5 year old and husband here.  They will love it.\n\nOh - and did I mention the pick 3 sahimi/sushi was $8.50?  What a deal - the items I ordered would have cost $15 a la carte!",2010-05-12 00:42:06,4,2,0
661a5d4bee4d349db051953f,_BcWyKQL16ndpBdggh2kNA,4274,bFsVG_qfpkVr5e3Vv_Ipdw,"I returned to Jay's a few weeks ago - and this time I put them to the test.  I ordered the sushi/sashimi ""pick 3"" - and had Salmon sashimi (very good), Yellowtail nigiri (Good - but not orgasmic) and Ikura.\n\nI am VERY picky about Ikura (- it has to be ""poppin' fresh) and this was very, very fresh and good. BUT - I get the feeling not too many people order it.\n\nI also reprised the fair Eggplant Lady (appetixer) and she deserves a starring role.  Jay accomodated me with very light on the sauce (both in the shrimp mixture and on top) and 2 lusciously crispy eggplant slices.\n\nIt was raining so the place was not crowded, but the delivery was HOPPIN'. (Yes, they deliver, thank goodness!)\n\nAlso Jay showed me several goreous salt-molds he makes to serve on the sushi platters.  (Kinda like ice sculpture - but made with molded salt.)\n\nMartin was there, too.\n\nNice guys at the bar.\n\nI can't wait to take my 5 year old and husband here.  They will love it.\n\nOh - and did I mention the pick 3 sahimi/sushi was $8.50?  What a deal - the items I ordered would have cost $15 a la carte!",2010-09-27 19:36:40,4,2,1
661a5d4bee4d349db0519526,_BcWyKQL16ndpBdggh2kNA,4274,cNi557dQUGot_qsm5DDDnw,"I recently discovered the Italian Market (I know, I know -what took me so long?) and I went to Claudio's for home-made ricotta (so creamy, fresh and good - and CHEAP - $2.99 a lb.) and mozzarella.\n\nCan't weait to pre-order a Burrata for later this month.  Burrata is Mozzarella with a creamy-buttery cream in the middle - so decadent.\n\nI have FOUND my source for mozzarella.  Hooray!",2010-12-27 16:48:57,5,2,0
661a5d4bee4d349db05194f2,_BcWyKQL16ndpBdggh2kNA,4274,WUZa6GNZHHG_2fTE6zsssA,"OMG I echo Emily A.  I just discovered the Italian Market (I know, I know -what took me so long) and I went to Claudio's for home-made ricotta (so creamy, fresh and good - and CHEAP - $2.99 a lb.) and mozzarella.\n\nCan't weait to pre-order a Burrate for later this month.  Burrata is Mozzarella with a creamy-buttery cream in the middle - so decadent.\n\nI have FOUND my source for mozzarella.  Hooray!",2009-01-12 14:20:13,5,3,1
